"Interval","Hour","GMTIntervalEnd","variable","value"
2020-12-31 09:40:00,9,2020-12-31 15:40:00,"wind_pen_STF",NA
2020-12-31 09:35:00,9,2020-12-31 15:35:00,"wind_pen_STF",NA
2020-12-31 09:30:00,9,2020-12-31 15:30:00,"wind_pen_STF",NA
2020-12-31 09:25:00,9,2020-12-31 15:25:00,"wind_pen_STF",NA
2020-12-31 09:20:00,9,2020-12-31 15:20:00,"wind_pen_STF",NA
2020-12-31 09:15:00,9,2020-12-31 15:15:00,"wind_pen_STF",NA
2020-12-31 09:10:00,9,2020-12-31 15:10:00,"wind_pen_STF",NA
2020-12-31 09:05:00,9,2020-12-31 15:05:00,"wind_pen_STF",NA
2020-12-31 09:00:00,9,2020-12-31 15:00:00,"wind_pen_STF",NA
2020-12-31 08:55:00,8,2020-12-31 14:55:00,"wind_pen_STF",NA
2020-12-31 08:50:00,8,2020-12-31 14:50:00,"wind_pen_STF",NA
2020-12-31 08:45:00,8,2020-12-31 14:45:00,"wind_pen_STF",NA
2020-12-31 08:40:00,8,2020-12-31 14:40:00,"wind_pen_STF",NA
2020-12-31 08:35:00,8,2020-12-31 14:35:00,"wind_pen_STF",NA
2020-12-31 08:30:00,8,2020-12-31 14:30:00,"wind_pen_STF",NA
2020-12-31 08:25:00,8,2020-12-31 14:25:00,"wind_pen_STF",NA
2020-12-31 08:20:00,8,2020-12-31 14:20:00,"wind_pen_STF",NA
2020-12-31 08:15:00,8,2020-12-31 14:15:00,"wind_pen_STF",NA
2020-12-31 08:10:00,8,2020-12-31 14:10:00,"wind_pen_STF",NA
2020-12-31 08:05:00,8,2020-12-31 14:05:00,"wind_pen_STF",NA
2020-12-31 08:00:00,8,2020-12-31 14:00:00,"wind_pen_STF",NA
2020-12-31 07:55:00,7,2020-12-31 13:55:00,"wind_pen_STF",NA
2020-12-31 07:50:00,7,2020-12-31 13:50:00,"wind_pen_STF",NA
2020-12-31 07:45:00,7,2020-12-31 13:45:00,"wind_pen_STF",NA
2020-12-31 07:40:00,7,2020-12-31 13:40:00,"wind_pen_STF",NA
2020-12-31 07:35:00,7,2020-12-31 13:35:00,"wind_pen_STF",NA
2020-12-31 07:30:00,7,2020-12-31 13:30:00,"wind_pen_STF",NA
2020-12-31 07:25:00,7,2020-12-31 13:25:00,"wind_pen_STF",NA
2020-12-31 07:20:00,7,2020-12-31 13:20:00,"wind_pen_STF",NA
2020-12-31 07:15:00,7,2020-12-31 13:15:00,"wind_pen_STF",NA
2020-12-31 07:10:00,7,2020-12-31 13:10:00,"wind_pen_STF",NA
2020-12-31 07:05:00,7,2020-12-31 13:05:00,"wind_pen_STF",NA
2020-12-31 07:00:00,7,2020-12-31 13:00:00,"wind_pen_STF",NA
2020-12-31 06:55:00,6,2020-12-31 12:55:00,"wind_pen_STF",NA
2020-12-31 06:50:00,6,2020-12-31 12:50:00,"wind_pen_STF",NA
2020-12-31 06:45:00,6,2020-12-31 12:45:00,"wind_pen_STF",NA
2020-12-31 06:40:00,6,2020-12-31 12:40:00,"wind_pen_STF",NA
2020-12-31 06:35:00,6,2020-12-31 12:35:00,"wind_pen_STF",NA
2020-12-31 06:30:00,6,2020-12-31 12:30:00,"wind_pen_STF",NA
2020-12-31 06:25:00,6,2020-12-31 12:25:00,"wind_pen_STF",NA
2020-12-31 06:20:00,6,2020-12-31 12:20:00,"wind_pen_STF",NA
2020-12-31 06:15:00,6,2020-12-31 12:15:00,"wind_pen_STF",NA
2020-12-31 06:10:00,6,2020-12-31 12:10:00,"wind_pen_STF",NA
2020-12-31 06:05:00,6,2020-12-31 12:05:00,"wind_pen_STF",NA
2020-12-31 06:00:00,6,2020-12-31 12:00:00,"wind_pen_STF",NA
2020-12-31 05:55:00,5,2020-12-31 11:55:00,"wind_pen_STF",NA
2020-12-31 05:50:00,5,2020-12-31 11:50:00,"wind_pen_STF",NA
2020-12-31 05:45:00,5,2020-12-31 11:45:00,"wind_pen_STF",NA
2020-12-31 05:40:00,5,2020-12-31 11:40:00,"wind_pen_STF",NA
2020-12-31 05:35:00,5,2020-12-31 11:35:00,"wind_pen_STF",NA
2020-12-31 05:30:00,5,2020-12-31 11:30:00,"wind_pen_STF",NA
2020-12-31 05:25:00,5,2020-12-31 11:25:00,"wind_pen_STF",NA
2020-12-31 05:20:00,5,2020-12-31 11:20:00,"wind_pen_STF",NA
2020-12-31 05:15:00,5,2020-12-31 11:15:00,"wind_pen_STF",NA
2020-12-31 05:10:00,5,2020-12-31 11:10:00,"wind_pen_STF",NA
2020-12-31 05:05:00,5,2020-12-31 11:05:00,"wind_pen_STF",NA
2020-12-31 05:00:00,5,2020-12-31 11:00:00,"wind_pen_STF",NA
2020-12-31 04:55:00,4,2020-12-31 10:55:00,"wind_pen_STF",NA
2020-12-31 04:50:00,4,2020-12-31 10:50:00,"wind_pen_STF",NA
2020-12-31 04:45:00,4,2020-12-31 10:45:00,"wind_pen_STF",NA
2020-12-31 04:40:00,4,2020-12-31 10:40:00,"wind_pen_STF",NA
2020-12-31 04:35:00,4,2020-12-31 10:35:00,"wind_pen_STF",NA
2020-12-31 04:30:00,4,2020-12-31 10:30:00,"wind_pen_STF",NA
2020-12-31 04:25:00,4,2020-12-31 10:25:00,"wind_pen_STF",NA
2020-12-31 04:20:00,4,2020-12-31 10:20:00,"wind_pen_STF",NA
2020-12-31 04:15:00,4,2020-12-31 10:15:00,"wind_pen_STF",NA
2020-12-31 04:10:00,4,2020-12-31 10:10:00,"wind_pen_STF",NA
2020-12-31 04:05:00,4,2020-12-31 10:05:00,"wind_pen_STF",NA
2020-12-31 04:00:00,4,2020-12-31 10:00:00,"wind_pen_STF",NA
2020-12-31 03:55:00,3,2020-12-31 09:55:00,"wind_pen_STF",NA
2020-12-31 03:50:00,3,2020-12-31 09:50:00,"wind_pen_STF",NA
2020-12-31 03:45:00,3,2020-12-31 09:45:00,"wind_pen_STF",NA
2020-12-31 03:40:00,3,2020-12-31 09:40:00,"wind_pen_STF",NA
2020-12-31 03:35:00,3,2020-12-31 09:35:00,"wind_pen_STF",NA
2020-12-31 03:30:00,3,2020-12-31 09:30:00,"wind_pen_STF",NA
2020-12-31 03:25:00,3,2020-12-31 09:25:00,"wind_pen_STF",NA
2020-12-31 03:20:00,3,2020-12-31 09:20:00,"wind_pen_STF",NA
2020-12-31 03:15:00,3,2020-12-31 09:15:00,"wind_pen_STF",NA
2020-12-31 03:10:00,3,2020-12-31 09:10:00,"wind_pen_STF",NA
2020-12-31 03:05:00,3,2020-12-31 09:05:00,"wind_pen_STF",NA
2020-12-31 03:00:00,3,2020-12-31 09:00:00,"wind_pen_STF",NA
2020-12-31 02:55:00,2,2020-12-31 08:55:00,"wind_pen_STF",NA
2020-12-31 02:50:00,2,2020-12-31 08:50:00,"wind_pen_STF",NA
2020-12-31 02:45:00,2,2020-12-31 08:45:00,"wind_pen_STF",NA
2020-12-31 02:40:00,2,2020-12-31 08:40:00,"wind_pen_STF",NA
2020-12-31 02:35:00,2,2020-12-31 08:35:00,"wind_pen_STF",NA
2020-12-31 02:30:00,2,2020-12-31 08:30:00,"wind_pen_STF",NA
2020-12-31 02:25:00,2,2020-12-31 08:25:00,"wind_pen_STF",NA
2020-12-31 02:20:00,2,2020-12-31 08:20:00,"wind_pen_STF",NA
2020-12-31 02:15:00,2,2020-12-31 08:15:00,"wind_pen_STF",NA
2020-12-31 02:10:00,2,2020-12-31 08:10:00,"wind_pen_STF",NA
2020-12-31 02:05:00,2,2020-12-31 08:05:00,"wind_pen_STF",NA
2020-12-31 02:00:00,2,2020-12-31 08:00:00,"wind_pen_STF",NA
2020-12-31 01:55:00,1,2020-12-31 07:55:00,"wind_pen_STF",NA
2020-12-31 01:50:00,1,2020-12-31 07:50:00,"wind_pen_STF",NA
2020-12-31 01:45:00,1,2020-12-31 07:45:00,"wind_pen_STF",NA
2020-12-31 01:40:00,1,2020-12-31 07:40:00,"wind_pen_STF",NA
2020-12-31 01:35:00,1,2020-12-31 07:35:00,"wind_pen_STF",NA
2020-12-31 01:30:00,1,2020-12-31 07:30:00,"wind_pen_STF",NA
2020-12-31 01:25:00,1,2020-12-31 07:25:00,"wind_pen_STF",NA
2020-12-31 01:20:00,1,2020-12-31 07:20:00,"wind_pen_STF",NA
2020-12-31 01:15:00,1,2020-12-31 07:15:00,"wind_pen_STF",NA
2020-12-31 01:10:00,1,2020-12-31 07:10:00,"wind_pen_STF",NA
2020-12-31 01:05:00,1,2020-12-31 07:05:00,"wind_pen_STF",NA
2020-12-31 01:00:00,1,2020-12-31 07:00:00,"wind_pen_STF",NA
2020-12-31 00:55:00,0,2020-12-31 06:55:00,"wind_pen_STF",NA
2020-12-31 00:50:00,0,2020-12-31 06:50:00,"wind_pen_STF",NA
2020-12-31 00:45:00,0,2020-12-31 06:45:00,"wind_pen_STF",NA
2020-12-31 00:40:00,0,2020-12-31 06:40:00,"wind_pen_STF",NA
2020-12-31 00:35:00,0,2020-12-31 06:35:00,"wind_pen_STF",NA
2020-12-31 00:30:00,0,2020-12-31 06:30:00,"wind_pen_STF",NA
2020-12-31 00:25:00,0,2020-12-31 06:25:00,"wind_pen_STF",NA
2020-12-31 00:20:00,0,2020-12-31 06:20:00,"wind_pen_STF",NA
2020-12-31 00:15:00,0,2020-12-31 06:15:00,"wind_pen_STF",NA
2020-12-31 00:10:00,0,2020-12-31 06:10:00,"wind_pen_STF",NA
2020-12-31 00:05:00,0,2020-12-31 06:05:00,"wind_pen_STF",NA
2020-12-31 00:00:00,0,2020-12-31 06:00:00,"wind_pen_STF",NA
2020-12-30 23:55:00,23,2020-12-31 05:55:00,"wind_pen_STF",NA
2020-12-30 23:50:00,23,2020-12-31 05:50:00,"wind_pen_STF",NA
2020-12-30 23:45:00,23,2020-12-31 05:45:00,"wind_pen_STF",NA
2020-12-30 23:40:00,23,2020-12-31 05:40:00,"wind_pen_STF",NA
2020-12-30 23:35:00,23,2020-12-31 05:35:00,"wind_pen_STF",NA
2020-12-30 23:30:00,23,2020-12-31 05:30:00,"wind_pen_STF",NA
2020-12-30 23:25:00,23,2020-12-31 05:25:00,"wind_pen_STF",NA
2020-12-30 23:20:00,23,2020-12-31 05:20:00,"wind_pen_STF",NA
2020-12-30 23:15:00,23,2020-12-31 05:15:00,"wind_pen_STF",NA
2020-12-30 23:10:00,23,2020-12-31 05:10:00,"wind_pen_STF",NA
2020-12-30 23:05:00,23,2020-12-31 05:05:00,"wind_pen_STF",NA
2020-12-30 23:00:00,23,2020-12-31 05:00:00,"wind_pen_STF",NA
2020-12-30 22:55:00,22,2020-12-31 04:55:00,"wind_pen_STF",NA
2020-12-30 22:50:00,22,2020-12-31 04:50:00,"wind_pen_STF",NA
2020-12-30 22:45:00,22,2020-12-31 04:45:00,"wind_pen_STF",NA
2020-12-30 22:40:00,22,2020-12-31 04:40:00,"wind_pen_STF",NA
2020-12-30 22:35:00,22,2020-12-31 04:35:00,"wind_pen_STF",NA
2020-12-30 22:30:00,22,2020-12-31 04:30:00,"wind_pen_STF",NA
2020-12-30 22:25:00,22,2020-12-31 04:25:00,"wind_pen_STF",NA
2020-12-30 22:20:00,22,2020-12-31 04:20:00,"wind_pen_STF",NA
2020-12-30 22:15:00,22,2020-12-31 04:15:00,"wind_pen_STF",NA
2020-12-30 22:10:00,22,2020-12-31 04:10:00,"wind_pen_STF",NA
2020-12-30 22:05:00,22,2020-12-31 04:05:00,"wind_pen_STF",NA
2020-12-30 22:00:00,22,2020-12-31 04:00:00,"wind_pen_STF",NA
2020-12-30 21:55:00,21,2020-12-31 03:55:00,"wind_pen_STF",NA
2020-12-30 21:50:00,21,2020-12-31 03:50:00,"wind_pen_STF",NA
2020-12-30 21:45:00,21,2020-12-31 03:45:00,"wind_pen_STF",NA
2020-12-30 21:40:00,21,2020-12-31 03:40:00,"wind_pen_STF",NA
2020-12-30 21:35:00,21,2020-12-31 03:35:00,"wind_pen_STF",NA
2020-12-30 21:30:00,21,2020-12-31 03:30:00,"wind_pen_STF",NA
2020-12-30 21:25:00,21,2020-12-31 03:25:00,"wind_pen_STF",NA
2020-12-30 21:20:00,21,2020-12-31 03:20:00,"wind_pen_STF",NA
2020-12-30 21:15:00,21,2020-12-31 03:15:00,"wind_pen_STF",NA
2020-12-30 21:10:00,21,2020-12-31 03:10:00,"wind_pen_STF",NA
2020-12-30 21:05:00,21,2020-12-31 03:05:00,"wind_pen_STF",NA
2020-12-30 21:00:00,21,2020-12-31 03:00:00,"wind_pen_STF",NA
2020-12-30 20:55:00,20,2020-12-31 02:55:00,"wind_pen_STF",NA
2020-12-30 20:50:00,20,2020-12-31 02:50:00,"wind_pen_STF",NA
2020-12-30 20:45:00,20,2020-12-31 02:45:00,"wind_pen_STF",NA
2020-12-30 20:40:00,20,2020-12-31 02:40:00,"wind_pen_STF",NA
2020-12-30 20:35:00,20,2020-12-31 02:35:00,"wind_pen_STF",NA
2020-12-30 20:30:00,20,2020-12-31 02:30:00,"wind_pen_STF",NA
2020-12-30 20:25:00,20,2020-12-31 02:25:00,"wind_pen_STF",NA
2020-12-30 20:20:00,20,2020-12-31 02:20:00,"wind_pen_STF",NA
2020-12-30 20:15:00,20,2020-12-31 02:15:00,"wind_pen_STF",NA
2020-12-30 20:10:00,20,2020-12-31 02:10:00,"wind_pen_STF",NA
2020-12-30 20:05:00,20,2020-12-31 02:05:00,"wind_pen_STF",NA
2020-12-30 20:00:00,20,2020-12-31 02:00:00,"wind_pen_STF",NA
2020-12-30 19:55:00,19,2020-12-31 01:55:00,"wind_pen_STF",NA
2020-12-30 19:50:00,19,2020-12-31 01:50:00,"wind_pen_STF",NA
2020-12-30 19:45:00,19,2020-12-31 01:45:00,"wind_pen_STF",NA
2020-12-30 19:40:00,19,2020-12-31 01:40:00,"wind_pen_STF",NA
2020-12-30 19:35:00,19,2020-12-31 01:35:00,"wind_pen_STF",NA
2020-12-30 19:30:00,19,2020-12-31 01:30:00,"wind_pen_STF",NA
2020-12-30 19:25:00,19,2020-12-31 01:25:00,"wind_pen_STF",NA
2020-12-30 19:20:00,19,2020-12-31 01:20:00,"wind_pen_STF",NA
2020-12-30 19:15:00,19,2020-12-31 01:15:00,"wind_pen_STF",NA
2020-12-30 19:10:00,19,2020-12-31 01:10:00,"wind_pen_STF",NA
2020-12-30 19:05:00,19,2020-12-31 01:05:00,"wind_pen_STF",NA
2020-12-30 19:00:00,19,2020-12-31 01:00:00,"wind_pen_STF",NA
2020-12-30 18:55:00,18,2020-12-31 00:55:00,"wind_pen_STF",NA
2020-12-30 18:50:00,18,2020-12-31 00:50:00,"wind_pen_STF",NA
2020-12-30 18:45:00,18,2020-12-31 00:45:00,"wind_pen_STF",NA
2020-12-30 18:40:00,18,2020-12-31 00:40:00,"wind_pen_STF",NA
2020-12-30 18:35:00,18,2020-12-31 00:35:00,"wind_pen_STF",NA
2020-12-30 18:30:00,18,2020-12-31 00:30:00,"wind_pen_STF",NA
2020-12-30 18:25:00,18,2020-12-31 00:25:00,"wind_pen_STF",NA
2020-12-30 18:20:00,18,2020-12-31 00:20:00,"wind_pen_STF",NA
2020-12-30 18:15:00,18,2020-12-31 00:15:00,"wind_pen_STF",NA
2020-12-30 18:10:00,18,2020-12-31 00:10:00,"wind_pen_STF",NA
2020-12-30 18:05:00,18,2020-12-31 00:05:00,"wind_pen_STF",NA
2020-12-30 18:00:00,18,2020-12-31 00:00:00,"wind_pen_STF",NA
2020-12-30 17:55:00,17,2020-12-30 23:55:00,"wind_pen_STF",NA
2020-12-30 17:50:00,17,2020-12-30 23:50:00,"wind_pen_STF",NA
2020-12-30 17:45:00,17,2020-12-30 23:45:00,"wind_pen_STF",NA
2020-12-30 17:40:00,17,2020-12-30 23:40:00,"wind_pen_STF",NA
2020-12-30 17:35:00,17,2020-12-30 23:35:00,"wind_pen_STF",NA
2020-12-30 17:30:00,17,2020-12-30 23:30:00,"wind_pen_STF",NA
2020-12-30 17:25:00,17,2020-12-30 23:25:00,"wind_pen_STF",NA
2020-12-30 17:20:00,17,2020-12-30 23:20:00,"wind_pen_STF",NA
2020-12-30 17:15:00,17,2020-12-30 23:15:00,"wind_pen_STF",NA
2020-12-30 17:10:00,17,2020-12-30 23:10:00,"wind_pen_STF",NA
2020-12-30 17:05:00,17,2020-12-30 23:05:00,"wind_pen_STF",NA
2020-12-30 17:00:00,17,2020-12-30 23:00:00,"wind_pen_STF",NA
2020-12-30 16:55:00,16,2020-12-30 22:55:00,"wind_pen_STF",NA
2020-12-30 16:50:00,16,2020-12-30 22:50:00,"wind_pen_STF",19.2902881205734
2020-12-30 16:45:00,16,2020-12-30 22:45:00,"wind_pen_STF",20.0330164417768
2020-12-30 16:40:00,16,2020-12-30 22:40:00,"wind_pen_STF",20.4551423488622
2020-12-30 16:35:00,16,2020-12-30 22:35:00,"wind_pen_STF",20.6543351134436
2020-12-30 16:30:00,16,2020-12-30 22:30:00,"wind_pen_STF",21.3190953907833
2020-12-30 16:25:00,16,2020-12-30 22:25:00,"wind_pen_STF",22.3107206506434
2020-12-30 16:20:00,16,2020-12-30 22:20:00,"wind_pen_STF",23.1408930115618
2020-12-30 16:15:00,16,2020-12-30 22:15:00,"wind_pen_STF",23.6787796956821
2020-12-30 16:10:00,16,2020-12-30 22:10:00,"wind_pen_STF",24.5775748084197
2020-12-30 16:05:00,16,2020-12-30 22:05:00,"wind_pen_STF",25.3201703048274
2020-12-30 16:00:00,16,2020-12-30 22:00:00,"wind_pen_STF",25.7139175570623
2020-12-30 15:55:00,15,2020-12-30 21:55:00,"wind_pen_STF",26.4807834100587
2020-12-30 15:50:00,15,2020-12-30 21:50:00,"wind_pen_STF",27.0302524464073
2020-12-30 15:45:00,15,2020-12-30 21:45:00,"wind_pen_STF",27.5801437720587
2020-12-30 15:40:00,15,2020-12-30 21:40:00,"wind_pen_STF",27.8729335928721
2020-12-30 15:35:00,15,2020-12-30 21:35:00,"wind_pen_STF",28.3839196526528
2020-12-30 15:30:00,15,2020-12-30 21:30:00,"wind_pen_STF",28.760358549142
2020-12-30 15:25:00,15,2020-12-30 21:25:00,"wind_pen_STF",29.2379345192278
2020-12-30 15:20:00,15,2020-12-30 21:20:00,"wind_pen_STF",29.3615956245761
2020-12-30 15:15:00,15,2020-12-30 21:15:00,"wind_pen_STF",29.6170147006055
2020-12-30 15:10:00,15,2020-12-30 21:10:00,"wind_pen_STF",30.3207743388854
2020-12-30 15:05:00,15,2020-12-30 21:05:00,"wind_pen_STF",30.4622683359638
2020-12-30 15:00:00,15,2020-12-30 21:00:00,"wind_pen_STF",30.7722740497155
2020-12-30 14:55:00,14,2020-12-30 20:55:00,"wind_pen_STF",31.0565497562641
2020-12-30 14:50:00,14,2020-12-30 20:50:00,"wind_pen_STF",31.5213543874299
2020-12-30 14:45:00,14,2020-12-30 20:45:00,"wind_pen_STF",31.5045022639953
2020-12-30 14:40:00,14,2020-12-30 20:40:00,"wind_pen_STF",31.5541427525967
2020-12-30 14:35:00,14,2020-12-30 20:35:00,"wind_pen_STF",31.3101626943449
2020-12-30 14:30:00,14,2020-12-30 20:30:00,"wind_pen_STF",31.6193515737894
2020-12-30 14:25:00,14,2020-12-30 20:25:00,"wind_pen_STF",31.9354611707718
2020-12-30 14:20:00,14,2020-12-30 20:20:00,"wind_pen_STF",32.1043672691784
2020-12-30 14:15:00,14,2020-12-30 20:15:00,"wind_pen_STF",32.2717610145248
2020-12-30 14:10:00,14,2020-12-30 20:10:00,"wind_pen_STF",32.4245199765035
2020-12-30 14:05:00,14,2020-12-30 20:05:00,"wind_pen_STF",32.6810446955601
2020-12-30 14:00:00,14,2020-12-30 20:00:00,"wind_pen_STF",32.8564049206015
2020-12-30 13:55:00,13,2020-12-30 19:55:00,"wind_pen_STF",33.0910623805459
2020-12-30 13:50:00,13,2020-12-30 19:50:00,"wind_pen_STF",32.8962780454049
2020-12-30 13:45:00,13,2020-12-30 19:45:00,"wind_pen_STF",32.7523742990583
2020-12-30 13:40:00,13,2020-12-30 19:40:00,"wind_pen_STF",33.1834649879769
2020-12-30 13:35:00,13,2020-12-30 19:35:00,"wind_pen_STF",33.5559219388844
2020-12-30 13:30:00,13,2020-12-30 19:30:00,"wind_pen_STF",33.8879259556301
2020-12-30 13:25:00,13,2020-12-30 19:25:00,"wind_pen_STF",33.933295321271
2020-12-30 13:20:00,13,2020-12-30 19:20:00,"wind_pen_STF",33.6713680240607
2020-12-30 13:15:00,13,2020-12-30 19:15:00,"wind_pen_STF",33.9031724953102
2020-12-30 13:10:00,13,2020-12-30 19:10:00,"wind_pen_STF",34.0985998346873
2020-12-30 13:05:00,13,2020-12-30 19:05:00,"wind_pen_STF",34.5497082975416
2020-12-30 13:00:00,13,2020-12-30 19:00:00,"wind_pen_STF",34.6888545584675
2020-12-30 12:55:00,12,2020-12-30 18:55:00,"wind_pen_STF",34.7348099202071
2020-12-30 12:50:00,12,2020-12-30 18:50:00,"wind_pen_STF",34.9540658024563
2020-12-30 12:45:00,12,2020-12-30 18:45:00,"wind_pen_STF",35.191482130495
2020-12-30 12:40:00,12,2020-12-30 18:40:00,"wind_pen_STF",35.0669817128702
2020-12-30 12:35:00,12,2020-12-30 18:35:00,"wind_pen_STF",35.0346874396753
2020-12-30 12:30:00,12,2020-12-30 18:30:00,"wind_pen_STF",35.1540199749298
2020-12-30 12:25:00,12,2020-12-30 18:25:00,"wind_pen_STF",35.0353028377974
2020-12-30 12:20:00,12,2020-12-30 18:20:00,"wind_pen_STF",34.9989795758175
2020-12-30 12:15:00,12,2020-12-30 18:15:00,"wind_pen_STF",34.6126022730189
2020-12-30 12:10:00,12,2020-12-30 18:10:00,"wind_pen_STF",34.3615078458338
2020-12-30 12:05:00,12,2020-12-30 18:05:00,"wind_pen_STF",34.3069587140746
2020-12-30 12:00:00,12,2020-12-30 18:00:00,"wind_pen_STF",34.5475085490962
2020-12-30 11:55:00,11,2020-12-30 17:55:00,"wind_pen_STF",34.9768209396818
2020-12-30 11:50:00,11,2020-12-30 17:50:00,"wind_pen_STF",35.0869827262857
2020-12-30 11:45:00,11,2020-12-30 17:45:00,"wind_pen_STF",34.8766690826411
2020-12-30 11:40:00,11,2020-12-30 17:40:00,"wind_pen_STF",34.9881227570509
2020-12-30 11:35:00,11,2020-12-30 17:35:00,"wind_pen_STF",35.405042067561
2020-12-30 11:30:00,11,2020-12-30 17:30:00,"wind_pen_STF",35.7854177795412
2020-12-30 11:25:00,11,2020-12-30 17:25:00,"wind_pen_STF",35.7898545885951
2020-12-30 11:20:00,11,2020-12-30 17:20:00,"wind_pen_STF",35.7861019981321
2020-12-30 11:15:00,11,2020-12-30 17:15:00,"wind_pen_STF",35.7676915632233
2020-12-30 11:10:00,11,2020-12-30 17:10:00,"wind_pen_STF",35.788291408864
2020-12-30 11:05:00,11,2020-12-30 17:05:00,"wind_pen_STF",35.7289230181096
2020-12-30 11:00:00,11,2020-12-30 17:00:00,"wind_pen_STF",35.8436884438055
2020-12-30 10:55:00,10,2020-12-30 16:55:00,"wind_pen_STF",36.0488927713573
2020-12-30 10:50:00,10,2020-12-30 16:50:00,"wind_pen_STF",36.3655795532538
2020-12-30 10:45:00,10,2020-12-30 16:45:00,"wind_pen_STF",36.4637813397942
2020-12-30 10:40:00,10,2020-12-30 16:40:00,"wind_pen_STF",36.8549932121243
2020-12-30 10:35:00,10,2020-12-30 16:35:00,"wind_pen_STF",37.2905287905841
2020-12-30 10:30:00,10,2020-12-30 16:30:00,"wind_pen_STF",38.0322417970321
2020-12-30 10:25:00,10,2020-12-30 16:25:00,"wind_pen_STF",38.5897747335399
2020-12-30 10:20:00,10,2020-12-30 16:20:00,"wind_pen_STF",38.9060360938163
2020-12-30 10:15:00,10,2020-12-30 16:15:00,"wind_pen_STF",39.1675361831933
2020-12-30 10:10:00,10,2020-12-30 16:10:00,"wind_pen_STF",39.1393104311811
2020-12-30 10:05:00,10,2020-12-30 16:05:00,"wind_pen_STF",39.851932455656
2020-12-30 10:00:00,10,2020-12-30 16:00:00,"wind_pen_STF",39.742754133203
2020-12-30 09:55:00,9,2020-12-30 15:55:00,"wind_pen_STF",39.2947908372591
2020-12-30 09:50:00,9,2020-12-30 15:50:00,"wind_pen_STF",39.5158240937158
2020-12-30 09:45:00,9,2020-12-30 15:45:00,"wind_pen_STF",39.7943615328091
2020-12-30 09:40:00,9,2020-12-30 15:40:00,"wind_pen_STF",40.3872484341199
2020-12-30 09:35:00,9,2020-12-30 15:35:00,"wind_pen_STF",41.1769046497786
2020-12-30 09:30:00,9,2020-12-30 15:30:00,"wind_pen_STF",41.9397210688482
2020-12-30 09:25:00,9,2020-12-30 15:25:00,"wind_pen_STF",42.5924433511375
2020-12-30 09:20:00,9,2020-12-30 15:20:00,"wind_pen_STF",43.6905745208471
2020-12-30 09:15:00,9,2020-12-30 15:15:00,"wind_pen_STF",44.2339846107392
2020-12-30 09:10:00,9,2020-12-30 15:10:00,"wind_pen_STF",44.8438285623944
2020-12-30 09:05:00,9,2020-12-30 15:05:00,"wind_pen_STF",44.8307968943849
2020-12-30 09:00:00,9,2020-12-30 15:00:00,"wind_pen_STF",44.8960414893741
2020-12-30 08:55:00,8,2020-12-30 14:55:00,"wind_pen_STF",45.1301646264375
2020-12-30 08:50:00,8,2020-12-30 14:50:00,"wind_pen_STF",45.1816047524712
2020-12-30 08:45:00,8,2020-12-30 14:45:00,"wind_pen_STF",45.4706493819649
2020-12-30 08:40:00,8,2020-12-30 14:40:00,"wind_pen_STF",45.308710105451
2020-12-30 08:35:00,8,2020-12-30 14:35:00,"wind_pen_STF",45.1253345796521
2020-12-30 08:30:00,8,2020-12-30 14:30:00,"wind_pen_STF",45.1527357123904
2020-12-30 08:25:00,8,2020-12-30 14:25:00,"wind_pen_STF",45.8302905591115
2020-12-30 08:20:00,8,2020-12-30 14:20:00,"wind_pen_STF",46.2698659446568
2020-12-30 08:15:00,8,2020-12-30 14:15:00,"wind_pen_STF",47.1937700192266
2020-12-30 08:10:00,8,2020-12-30 14:10:00,"wind_pen_STF",47.8613240849313
2020-12-30 08:05:00,8,2020-12-30 14:05:00,"wind_pen_STF",47.9682634589739
2020-12-30 08:00:00,8,2020-12-30 14:00:00,"wind_pen_STF",47.8342931124756
2020-12-30 07:55:00,7,2020-12-30 13:55:00,"wind_pen_STF",48.5178844955464
2020-12-30 07:50:00,7,2020-12-30 13:50:00,"wind_pen_STF",49.281742056882
2020-12-30 07:45:00,7,2020-12-30 13:45:00,"wind_pen_STF",49.5500867539667
2020-12-30 07:40:00,7,2020-12-30 13:40:00,"wind_pen_STF",49.5698627519779
2020-12-30 07:35:00,7,2020-12-30 13:35:00,"wind_pen_STF",49.9758063243755
2020-12-30 07:30:00,7,2020-12-30 13:30:00,"wind_pen_STF",49.5443103133096
2020-12-30 07:25:00,7,2020-12-30 13:25:00,"wind_pen_STF",49.9227318061241
2020-12-30 07:20:00,7,2020-12-30 13:20:00,"wind_pen_STF",50.8462210469613
2020-12-30 07:15:00,7,2020-12-30 13:15:00,"wind_pen_STF",51.9670168281469
2020-12-30 07:10:00,7,2020-12-30 13:10:00,"wind_pen_STF",52.7220677124673
2020-12-30 07:05:00,7,2020-12-30 13:05:00,"wind_pen_STF",52.3148276705609
2020-12-30 07:00:00,7,2020-12-30 13:00:00,"wind_pen_STF",52.2348953400202
2020-12-30 06:55:00,6,2020-12-30 12:55:00,"wind_pen_STF",52.3736224071835
2020-12-30 06:50:00,6,2020-12-30 12:50:00,"wind_pen_STF",52.1485965670355
2020-12-30 06:45:00,6,2020-12-30 12:45:00,"wind_pen_STF",52.6893308612504
2020-12-30 06:40:00,6,2020-12-30 12:40:00,"wind_pen_STF",53.9451273832342
